,name,origem,significado
248,Allan,Celta,"Allan: Significa ""pedra"", ""rocha"", ""harmonia” ou ""belo"" e ""formoso"".Allan é a variante inglesa de Alan, um nome de significado incerto, mas que possui quatro possibilidades de origem.Acredita-se que o nome Allan tenha vindo do gaélico Ailin, através do vocábulo ail, que quer dizer ""pedra"", ou ""rocha"".Existe também a hipótese do nome Allan ter surgido através da palavra céltica Alun, que significa ""harmonia"" ou ""verdadeira paz"". Algumas fontes o relacionam também a uma palavra gaélica que quer dizer ""belo"", ""formoso"".Outra provável origem para o nome Allan vem de uma tribo conhecida como os ""Alans"", um povo iraniano famoso por ter migrado para a Europa nos séculos IV e V.Originalmente, este foi um nome muito utilizado graças a figura de Santo Alan (conhecida também como Alain de la Roche), sendo reintroduzido na Grã-Bretanha durante a conquista normanda, permanecendo popular durante a Idade Média.Após muitos anos, este nome só foi reavivado em meados do século XIX.Entre os brasileiros, Allan ou Alan são nomes masculinos bastante populares. A variante feminina deste nome (Allana ou Alana), também é muito comum no Brasil.Uma personalidade de destaque com este nome Allan Kardec, pseudônimo de Hippolyte Léon Denizard Rivail, um influente escritor e autor francês, que ficou famoso por suas obras relacionadas à doutrina Espírita."
249,Allana,Celta,"Allana: Variação do nome Alana. Significa ""harmoniosa""; ""bela"", ""formosa""; ""marco de conquista"".Alana é a variante feminina de Alan, nome com quatro possibilidades de origens.A mais provável delas é que tenha surgido a partir do céltico Allan, Allen, através do gaélico Ailène, Ailin, que deriva de ail. Seu significado seria ""pedra” ou “rocha"", numa referência a um marco de conquista.Alan também pode ter vindo do céltico Alun, que significa ""harmonia” ou “verdadeira paz"".Ainda podem ser encontradas algumas fontes que associam a origem de Alan a uma palavra gaélica que quer dizer ""belo"", ""formoso"".Outra possibilidade de origem é através de uma tribo de um povo iraniano que migrou para a Europa nos séculos IV e V. Conhecida como os alans ou alanos, essa tribo também pode ter dado origem ao nome Alana.Trata-se de um bonito nome feminino. Sua beleza decorre dos atributos de beleza, harmonia e força que ele carrega.Termos afetivosAs pessoas batizadas com este nome podem ser afetivamente chamadas de Lana ou Nani.PopularidadeNo Brasil, são mais de 67 mil as suas portadoras. Conforme dados do Censo Demográfico 2010 a Bahia é o estado que apresenta a maior taxa de incidência.VariantesAs variantes mais comuns deste nome incluem Alene, Allana, Alanna, Alanis e Alannah.Veja também: Nomes compostos que combinam com Alana"
250,Allef,Hebraica,"Allef: Variação do nome Alef. Significa ""o primeiro"", ou também ""touro"".Alef (Aleph) é o nome da primeira letra do alfabeto hebraico ou também chamado de letra dos abjads semitas, como, o fenício ʾālep, o hebraico ʾālef א, o aramaico ʾālap, entre outros. É difícil dizer qual letra pode ser comparada no alfabeto grego ou latino, pois inicialmente essa letra representava uma vogal na glote.É dito em algumas fontes que a variante fenícia deu origem a letra ""A"" do alfabeto latino. A origem do nome Alef no grego é o desenho de um touro, que se diz aluf, no hebraico antigo."
251,Allegra,Italiana,"Allegra: Significa ""alegre"", ""animada"". Allegra é um nome feminino de origem italiana que significa ""alegre"", ""animada"", atributos ótimos de bem-estar e bom humor. É um nome comum na Itália e que vem se popularizando em países de língua inglesa e até mesmo no Brasil. Uma personalidade histórica que o carrega é a filha ilegítima do poeta inglês Lord Byron (1788-1824), chamada de Clara Allegra Byron. Outras mulheres famosas que o possuem são as atrizes americanas Allegra Edwards e Allegra Curtis."
252,Allison,Francesa,"Allison: Variação do nome Alison. Significa ""de nascimento nobre"", ""de espécie nobre"", “filho de Alice”.É um nome com duas possibilidades de origem, uma através do diminutivo do francês Aalis, forma medieval de Alice, que tem origem nos nomes franceses Adaliz, Alesia, Aliz, usadas inicialmente como um diminutivo de Adelaide.Adelaide vem do germânico Adelheid, formado pela junção dos elementos adal, que significa “nobre”, e haidu, que quer dizer “espécie, tipo, qualidade”, e significa “de qualidade nobre”, “de linhagem nobre”.Outra possibilidade é que Alison tenha surgido a partir do inglês Allison, que deriva da expressão Alice’s son, formada pela união do nome “Alice” mais a partícula son, que quer dizer “filho de Alice”.Há ainda algumas fontes que relacionam a origem do nome Alice erroneamente com o elemento grego alethia, que significa “a verdadeira”, o que deve ser descartado. Pode ser visto também outra acepção através de um anagrama do nome Célia, o que também deve ser desconsiderado.PopularidadeA partir da primeira acepção, o nome Alison foi utilizado com frequência na Inglaterra durante o século XIII e na França durante o século XVII. Sua popularidade foi reavivada no século XX, se tornando também muito comum na Escócia até hoje.No Brasil é muito mais utilizado como um nome masculino.VarianteApresenta como variante Allyson."
253,Allisson,Francesa,"Allisson: Variação do nome Alison. Significa ""de nascimento nobre"", ""de espécie nobre"", “filho de Alice”.É um nome com duas possibilidades de origem, uma através do diminutivo do francês Aalis, forma medieval de Alice, que tem origem nos nomes franceses Adaliz, Alesia, Aliz, usadas inicialmente como um diminutivo de Adelaide.Adelaide vem do germânico Adelheid, formado pela junção dos elementos adal, que significa “nobre”, e haidu, que quer dizer “espécie, tipo, qualidade”, e significa “de qualidade nobre”, “de linhagem nobre”.Outra possibilidade é que Alison tenha surgido a partir do inglês Allison, que deriva da expressão Alice’s son, formada pela união do nome “Alice” mais a partícula son, que quer dizer “filho de Alice”.Há ainda algumas fontes que relacionam a origem do nome Alice erroneamente com o elemento grego alethia, que significa “a verdadeira”, o que deve ser descartado. Pode ser visto também outra acepção através de um anagrama do nome Célia, o que também deve ser desconsiderado.PopularidadeA partir da primeira acepção, o nome Alison foi utilizado com frequência na Inglaterra durante o século XIII e na França durante o século XVII. Sua popularidade foi reavivada no século XX, se tornando também muito comum na Escócia até hoje.No Brasil é muito mais utilizado como um nome masculino.VarianteApresenta como variante Allyson."
254,Almaquio,Romana,Almáquio: Nome de Santo Mártir de Roma no Século IV.
255,Almeida,Árabe,"Almeida: Significa “o glorioso”, a glória”, “conquista gloriosa”, “a planície”.Almeida é um nome árabe formado pela junção de duas palavras: al, o mesmo que o (artigo definido) e majíd, o mesmo que glorioso ou, em sentido geográfico, o mesmo que planície.Os primeiros registos desse nome remetem a uma conquista gloriosa, decorrente do episódio em que o nobre cavaleiro Dom Payo Guterres Amado teria tomado posse do Castelo de Almeida numa região de Portugal chamada Ribacôa, na altura em que o reino lusitano disputava território com outros reinos. A partir dessa conquista, o nome do castelo passou a ser utilizado como nome da família, cujo primeiro membro a recebê-lo foi o filho de Dom Payo, Pedro Paes de Almeida. Assim, além de ter sido uma “conquista gloriosa” ou uma conquista de alguém “glorioso”, tal como sugere a palavra Almeida, o seu significado remete ainda para “o castelo é uma morada gloriosa”.Dentre os brasões das principais famílias da nobreza portuguesa encontra-se o Brasão de Armas da Família Almeida, concedido em 01/03/1494.Trata-se, portanto, de um sobrenome de origem toponímica cuja grafia arcaica é Almeyda. É um nome corrente especialmente em Portugal, mas também no Brasil e que tem origem na própria nobreza portuguesa."
256,Almeria,Grega,Alméria: A filha do rei.
257,Almerinda,Árabe,"Almerinda: Significa “aquela que vigia” ou “a vigilante”.Almerinda é um nome feminino, classificado na onomástica da língua espanhola como de origem toponímica, em referência a região de Almería, localizada na comunidade autônoma de Andaluzia, na Espanha.Alguns etimologistas acreditam, no entanto, que a raiz deste nome possa estar no árabe al-Miraya, de mara’a, que significa “vigiante” ou “torre de vigiar”.Este nome foi dado em referência ao papel desta cidade costeira de vigiar e proteger a antiga cidade de Bayyãna (atual Pechina, área metropolitana de Almería).Entre os brasileiros, Almerinda é considerado bastante comum, assim como a versão masculina: Almerindo.Este também costuma ser um nome muito usual entre os portugueses.As pessoas batizadas com este nome, normalmente, costumam receber apelidos carinhosos de amigos e familiares, como Alda, Meri ou Linda, por exemplo."
258,Almerio,Teutônica,Almério: Príncipe.
259,Almir,Árabe,"Almir: Significa ""famoso entre todos"", ""nobre famoso"", ""príncipe brilhante e rico"" ou simplesmente ""príncipe"".O nome Almir pode ter três origens diferentes, de acordo com alguns estudiosos:Se o nome vier do germânico Alamir, que junta as palavras ala (""tudo"", ""todos"") e mir (""famoso"", ""ilustre""), significa ""conhecido por todos"" ou ""completamente famoso"";Se a origem for anglo-saxônica, é uma versão contraída do nome Adalmir, que tem o mesmo significado de Adelmar, que significa ""nobre ilustre"", ""príncipe famoso"".Mas, se o nome vier do árabe, de almir ou amir, significa literalmente ""príncipe"" ou ""descendente da realeza"".Na história, o califa fatímida Al-Ãmir bi'Ahkãmi I-Lah foi uma das importantes personalidades do antigo mundo árabe que carrega o nome. Ele reinou entre os anos de 1103 e 1130 e é reconhecido pelo povo islaimita como o 20º imam (líder religioso que sucede o profeta Maomé) pelos muçulmanos xiitas. Talvez, uma das personalidades mais populares no Brasil com este nome seja o cantor, ator, compositor e instrumentista brasileiro Almir Sater (Almir Eduardo Melke Sater). A versão feminina do nome Almir é Almira, que não é de uso muito comum, mas mesmo assim presente em algumas regiões do Brasil."
260,Almira,Celta,"Almira: Significa ornamento, beleza. Indica uma pessoa intuitiva e extrovertida, que tem idéias originais e brilhantes a respeito de tudo e gosta de debatê-las com os amigos. Destaca-se em profissões ligadas à criação e à comunicação, como propaganda e jornalismo."
261,Almirante,Portuguesa,Almirante: Alcunha primitiva usada como nome e sobrenome.
262,Almiro,Celta,Almiro: Aquele que possui delicadeza.
263,Aloisio,Latina,"Aloísio: Significa ""combatente glorioso"", ""guerreiro famoso"" ou mesmo ""famoso na guerra"".É uma variante de Aluísio, nome originado no latim Aloysius​, que deriva do germânico Ludwig, o mesmo que Luís.Luís vem do germânico Hloddoviko, Chlodovech, através da união dos elementos hlot, hlut, que significa ""famoso, ilustre, célebre"" e wig, que quer dizer ""guerreiro"", e significa “combatente glorioso, guerreiro famoso ou famoso na guerra”.O nome Aloísio chegou a esta forma a partir do latim Aloysius​, uma variação de Ludovicus​, versão em latim de Ludwig, uma das variações germânicas originadas a partir do original Cholovech."
264,Alonso,Latina,"Alonso: Significa “aptidão para a nobreza” ou “apto para ser nobre”.Alonso é considerado um nome e sobrenome tipicamente espanhol, mas com origem a partir do germânico Adalfuns, formado pela união dos elementos: adal, que significa “nobre”, e funs, relativo a “aptidão” ou “inclinação”. Neste sentido, o significado literal para o nome seria “aquele que tem aptidão para a nobreza”.Acredita-se que como um sobrenome, Alonso seja classificado como patronímico de Alfonso. Ou seja, o patriarca da família que deu origem aos descendentes com este sobrenome, provavelmente, se chamava Alfonso.Alguns etimologistas, no entanto, defendem a hipótese de que o sobrenome Alonso (assim como os nomes Alfonso e Afonso) tenha surgido a partir do latim Alphonsus que, por sua vez, deriva do grego Alphos, que significa “o branco”.As primeiras famílias com este sobrenome seriam descendentes de nobres godos que viviam na região das Astúrias (atual Espanha), durante o reinado de Don Pelayo (699 – 737 d.C).Uma das personalidades de destaque com este nome foi o pintor, arquiteto e escultor espanhol Alonso Cano (1601 – 1667).Atualmente, uma das pessoas mais populares com este nome é o automobilista espanhol Fernando Alonso."
265,Altair,Árabe,"Altair: Significa “o voador”.Tem origem no árabe al-tair, composto pelos elementos al, artigo “o, a” em árabe e tair, verbo no particípio de tara, que quer dizer “voar”, portanto al-tair significa “o voador”.É o nome da estrela mais brilhante da constelação de Áquila, também chamada de Águia, devido ao seu formato, em árabe tem o nome de al-nasr al-tair, que significa “a águia voadora”."
266,Alteia,Latina,Altéia: Variante gráfica de Althea.
267,Altino,Latina,"Altino: Significa “aquele que nasceu em Altino” ou “aquele que tem uma elevada estatura”.A origem do nome Altino é incerta, no entanto muitos registros associam este nome à comuna italiana da região dos Abruzos. Assim, este nome teria surgido para denominar os moradores da cidade de Altino.De acordo com a onomástica, quando um nome próprio se origina a partir de uma localidade, este é classificado como toponímico.Outras fontes afirmam que Altino possui o significado de “aquele que é muito alto”, em referência ao latim altus.Altino é um nome predominantemente masculino e bastante popular nas línguas italiana e portuguesa.Entre as personalidades de destaque com este nome no Brasil, está o décimo presidente do estado de São Paulo, Altino Arantes Marques, que governou entre 1916 e 1920.Seu governo ficou conhecido como “o governo dos quatros gês”, referente à guerra, gripe, geada e greve que Altino teve que enfrentar enquanto estava no poder."
268,Altiva,Latina,Altiva: Tem significado literal ao da palavra.
269,Aluisio,Latina,"Aluísio: Significa ""combatente glorioso"", ""guerreiro famoso"" ou mesmo ""famoso na guerra"".Tem origem no germânico Ludwig, através do latim Aloysius, é o mesmo que Luís, nome vindo do germânico Hloddoviko, Chlodovech, a partir da junção dos elementos hlot, hlut, que significa ""famoso, ilustre, célebre"" e wig, que quer dizer ""guerreiro"", e significa “combatente glorioso, guerreiro famoso ou famoso na guerra”.Os nomes Luís e Aluísio passaram por várias transformações até chegarem a estas formas. Através do original germânico Chlodovech, surgiu a versão Ludwig, que chegou ao latim como Ludovicus​, que originou a variante Luís e Aloysius que trouxe ao português a forma Aluísio.Foi um nome muito comum na Espanha, principalmente por influência de um santo vivido no século XVI, chamado originalmente de Aloysius Gonzaga, que também pode ser encontrado como Santo Luís Gonzaga. Em razão dele, foi adotado ocasionalmente na época entre os católicos romanos na Inglaterra."
270,Alvarenga,Portuguesa,Alvarenga: Nascido em Alvarenga.
271,Alvares,Portuguesa,"Álvares: Significa ''sobrenome patronímico de Álvaro''Álvares é um sobrenome que surgiu a partir do nome próprio Álvaro, por conta do pai ou de algum membro masculino da família possuir esse nome. Álvaro significa “nobre guerreiro”, ""exército dos elfos"", ""guerreiro protetor"" ou “gênio protetor"". Por conta de diversas famílias em Portugal possuírem esse sobrenome a origem é incerta, sabendo-se apenas que alguma delas ascendeu à nobreza e popularizou o sobrenome. Uma personalidade importante portuguesa que apresenta esse sobrenome é o militar, navegador e explorador português Pedro Álvares Cabral, que chegou ao Brasil em 1500. O brasão da família Álvares é composto por um escudo que é dividido em três partes: a primeira é um quadrado vermelho, o qual possui uma águia coroada e prateada com duas cabeças. O segundo quadrado é azul, composto por uma cruz de ouro com quatro círculos de ouro também, chamados de memórias.A última parte é a inferior do escudo, que é composta por três faixas azuis com formato de ondas."
272,Alvaro,Nórdica,"Álvaro: Significa ""exército dos elfos"", ""guerreiro protetor"", “gênio protetor"", “nobre guerreiro”.Forte e elegante, o nome masculino Álvaro apresenta também imponentes significados associados a ele. Este nome tem origem a partir do nórdico antigo Alfarr, formado pelos elementos alfr, que significa ""elfo"" ou ""gênio"", e arr, que pode significar ""guerreiro"", ""protetor"" ou ""exército"". Dessa forma, Álvaro apresenta os significados de ""exército dos elfos”, “guerreiro protetor” ou “gênio protetor"".De acordo com o Dicionário Onomástico Etimológico da Língua Portuguesa, o nome Álvaro pode derivar ainda do alemão al ou alls (alemão moderno), que significa ""todo"" ou ""muito"", e wars, que quer dizer ""atento"". Popularidade do nome Álvaro Álvaro foi o nome de importantes nomes da realeza e nobreza portuguesa e espanhola ao longo da história.Um dos personagens mais conhecidos na literatura com este nome é Álvaro de Campos, um alter ego do renomado escritor português Fernando Pessoa. Os sobrenomes Álvares e Alves teriam surgido a partir deste nome por referência patronímica, ou seja, o pai dessas famílias se chamava Álvaro e, como na Idade Média o sufixo ""es"" aparecia nos nomes para indicar ""Filho de"", o nome Álvaro acabou por transformar-se em Álvares e Alves (na forma diminutiva). A forma latinizada Alvarus, originou o espanhol Alvarado. Quando o nome chegou ao inglês, onde o ""v"" possui sonorização de ""f"", foi transformado para Alfred, versão inglesa do nome Alfredo. Atualmente, o nome Álvaro pode ser encontrado com maior quantidade de registros em países como Moçambique, Angola, Portugal, México e Espanha."
273,Alvina,Germânica,Alvina: Nobre amiga.
274,Alvise,Latina,"Alvise: Alva, branca, clara."
275,Alzira,Árabe,"Alzira: Significa “ornamento”, “beleza”, “a visitadora”Alzira é um belo nome feminino de origem árabe que apresenta algumas possibilidades de significados.Ele pode significar “ornamento”, “beleza” ou “a visitadora”. A origem para o significado de “a visitadora” se relaciona com os nomes árabes Alziro e Alzir, que surgem a partir de al zaira, que significa “a visitadora”.Popularidade do nome AlziraO nome Alzira ganhou popularidade na metade do século XIX, após o lançamento da Ópera “Alzira”, do compositor italiano Giuseppe Verdi. Apesar da protagonista desta peça ser uma personagem peruana, a inspiração do artista foi a origem árabe deste nome.Atualmente, o nome Alzira é encontrado predominantemente como nome feminino em países lusófonos, ou seja, que possuem o português como língua oficial. A maior quantidade de registros deste nome está no Brasil, na Angola, em Moçambique e em Portugal."
276,Amabile,Latina,"Amábile: Significa “amável”, “amorosa”.É uma variante gráfica de Amabília, nome que tem origem no latim Amabilis, que quer dizer literalmente “amável, amorosa”.É o nome de nascimento da Santa Paulina, Amabile Lucia Visintainer, nasceu em Vigolo Vattaro, cidade que atualmente pertence à Itália, na época em que nasceu pertencia ao Império Austro-húngaro.O nome tem a mesma origem de Mabel."
277,Amabilia,Latina,"Amabília: ""amável"""
278,Amada,Latina,Amada: Amada.
279,Amadeu,Latina,"Amadeu: Significa “ama a Deus”.Tem origem no nome do baixo latim Amadeus, composto pela união dos elementos amare, que quer dizer “amar” e Deus literalmente “Deus”.Este nome foi escolhido pelo compositor austríaco Mozart, batizado como Joannes Chrysostomus Wolfgangus Theophilus Mozart para utilizar como nome artístico uma versão latina do seu penúltimo nome, ficando conhecido como Wolfgang Amadeus Mozart."
280,Amana,Indígena,Amana: Água que vem do céu.
281,Amancio,,Amâncio: Significa amante e indica uma pessoa com grande capacidade de liderança decorrente á sua dedicação as tarefas e aos companheiros e também a sua ousadia. Muito raramente deixa passar uma oportunidade por estar desatento ou por excesso de cautela.
282,Amanda,Latina,"Amanda: Significa “digna de amor”, “amável”, “aquela que deve ser amada”.Origem e significado do nome AmandaAmanda é a variante feminina de Amando, nome originado no latim Amandu, Amandus. Deriva do verbo amare e quer dizer “amável, ""o que deve ser amado"", ""digno de amor”.O nome traz um simbolismo que remete ao amor, ao cuidado e ao carinho.Apelidos para o nome AmandaApelidos mais comuns: Manda, Mandi, Ama, Amandinha, Mandy, Mandinha e Dinha.Criativos: Panda, Amada, Mana e Manga.Diferentes: Dadá, Três as, Aman, Mama e Amadah.Curiosidades sobre o nome AmandaO primeiro registro conhecido do nome Amanda é do ano de 1212, na região de Warwickshire, na Inglaterra.O nome ficou popular na Inglaterra durante o século XVII, pois nomeou personagens de diversos autores e poetas naquela época. A personagem de mais destaque foi a do dramaturgo Colley Cibber, na peça de 1696 ""Love’s Last Shift"".É um nome que não é encontrado na Bíblia, somente a sua versão masculina nomeia um santo que viveu provavelmente entre os anos de 589 e 679.Santo Amando nasceu na França e ficou conhecido por fundar vários mosteiros. Os mosteiros mais famosos, dedicados a São Pedro, são situados na Bélgica. Além disso, Santo Amando foi bispo da cidade holandesa de Maastricht.O nome Amanda é utilizado desta forma em diversos idiomas, tais como inglês, espanhol, italiano, sueco, norueguês, dinamarquês, holandês, alemão e finlandês. Variações do nome são: Amandine (francês) e Amánta/Αμάντα (grego)."
283,Amandio,,"Amândio: Significa digno de ser amado e indica uma pessoa original, criativa e inteligente. Além disso dispõe de muita energia e luta com toda a garra para alcançar seus ideais."
284,Amapola,Italiana,Amapola: Bela- flor.
285,Amara,Latina,"Amara: Significa  “graça, misericórdia”, “amar”, “amarga”.Amara é um nome não só com uma, mas várias possibilidades de étimos.Em Igbo - a língua tradicional da Nigéria - seu significado é “graça, misericórdia”. Assim, com o mesmo sentido de Ana para nós, falantes da língua portuguesa, o nome reflete o recebimento de graça ou oferta - possivelmente o sentimento que os pais de uma menina transmitem com o nascimento de uma filha.O nome Amara é frequente entre os falantes de língua espanhola e teria surgido a partir do verbo amare, que significa “amar”, embora tenha chegado ao português através do latim com o significado literalmente de “amarga”. Há fontes que indicam que esse nome partilha do mesmo significado de que Mauro, no caso Maura, hipótese que deve ser descartada em virtude de se tratar de étimos diferentes. Maura, tal como Maurícia, significam “mouro”, que era o povo antigo que habitava a Mauritânia.Existem, ainda, indicações de que a sua origem é grega e traria o sentido de “eterno”, “imortal”, o que efetivamente não é possível comprovar.Sua forma masculina é Amaro."
286,Amaral,Espanhola,"Amaral: é um tipo de uva preta utilizada na produção de vinho.Amaral pode ser usado tanto como sobrenome quanto como primeiro nome.O nome Amaral deriva de amara, um tipo de uva preta ácida muito cultivada na região da Beira, do Minho e do Douro, em Portugal.O sobrenome é de origem toponímica porque está relacionado à quinta de Amaral, zona de Viseu.A família Amaral era considerada de alta linhagem pois descendia do Rei D. Ramiro II, de Leão.O quarto neto do rei foi D. Hermígio Pais de Matos, senhor das quintas de Matos, Cardoso e Amaral. A quinta do Amaral foi transmitida ao filho, Dom Afonso Hermigues.Um dos primeiros registros encontrados com o nome é justamente o de Dom Afonso Hermigues do Amaral, que viveu durante o reinado de D.Sancho II (1209-1248). Amaral como primeiro nomeNo Brasil existem 1.936 pessoas com o primeiro nome Amaral, o que situa o nome na posição 5.251 do ranking de popularidade. Desse grupo, 270 registros foram feitos no Estado de São Paulo e 194 no Estado da Bahia.Durante as décadas de 1970 e 1980 houve um boom de registros feitos com o nome Amaral (foram 429 pessoas na década de 1970 e o mesmo número na década de 1980).Personalidades famosas:Tarsila do Amaral, pintora brasileira.Amaral (Alexandre da Silva Mariano), jogador de futebol brasileiro."
287,Amarildo,Portuguesa,"Amarildo: Significa “eu brilho”, “para acender”; “talentoso”, “nascido para brilhar”.Amarildo, que significa, ""eu brilho"" é um nome português que partilha do mesmo significado de que o nome Amarílio, o qual surge como o feminino de Amariles.Amariles é uma variante de Amarília, nome de origem grega. Surge do grego Amaryllís e chegou até a língua portuguesa através do latim Amaryllis, Amaryllidis.Estudiosos da onomástica indicam que o nome possa ter surgido num dos primeiros trabalhos do poeta romano Virgílio (70 a.C. - 19 a.C.).Em Éclogas, também conhecida como Bucólicas, Amarilis é o nome de uma personagem que é uma pastora. Na obra, o poeta informa que o nome Amarilis significa “para acender”.Assim, o nome carrega o sentido de talento, afinal, brilhar é uma metáfora para destacar, sobressair.Por extensão, Amariles significa “talentosa”, “nascida para brilhar”, o qual, no gênero masculino equivale a “talentoso”, “nascido para brilhar”.Amaryllis também é o nome de uma flor original do sul da África."
288,Amaro,Portuguesa,"Amaro: Significa “amargo”.Amaro é um nome português que tem origem do latim. Surge de amaru, que significa literalmente “amargo”.Muito embora haja fontes que o identifiquem como uma variante de Mauro, mais comum entre os brasileiros, os étimos são diferentes.Mauro, também do latim, surge de Mauru, que significa “mouro”, forma usada para identificar os habitantes da Mauritânia. Esse partilha do mesmo sentido de Maurício, outro nome popular no Brasil.Nome de santoSanto Amaro nasceu em Roma e desde muito cedo começou a se dedicar à vida religiosa. Era discípulo e amigo de São Bento e ficou conhecido pela sua obediência.PopularidadeDe acordo com o Censo Demográfico 2010 eram mais de 33 mil os seus portadores no Brasil, mas a sua popularidade começou a cair desde a década de 50.Já no que respeita ao nome Mauro, a frequência é muito superior. Na mesma altura da pesquisa o número ultrapassa 166 mil registros.Maurício, por sua vez, apresentava mais de 230 mil portadores.VarianteAmara é sua variante feminina."
289,Amauri,Italiana,"Amauri: Significa “príncipe trabalhador”, “chefe do trabalho”, “chefe ativo”, “o que manda no seu lar”.Tem origem germânica e surgiu na língua portuguesa através do italiano. Significa “príncipe trabalhador”, “chefe do trabalho”, “chefe ativo”, “o que manda no seu lar” em virtude da junção dos elementos amala, cujo sentido é “ativo, trabalhador” e rich, que significa “príncipe"". O nome Amauri é, na verdade, uma abreviação do nome Amalrico, o mesmo que os italianos Americo ou Amerirìgo - Américo, em português. Trata-se de um bonito nome predominantemente masculino, popular no nosso país, que carrega os atributos de um homem diligente, responsável e zeloso.A primeira pessoa a receber o nome Américo foi o fundador da família real de um povo germânico chamado de ostrogodo.Apresenta como variante gráfica Amaury (com Y), que é forma como o nome é grafado em francês.Embora haja semelhança gráfica, o nome Mauri não é uma variante de Amauri. Mauri é um nome cuja origem é escandinava e que tem o mesmo significado de Mauro, tal como Maurício, que significam “mouro”."
290,Amaya,Basca,"Amaya: Significa ""o fim"".Esse nome é uma variante de Amaia e significa ""o fim"" em basco. Carrega o simbolismo ligado à completude e ao fechamento.O nome ficou mais conhecido por conta do romance histórico do século XIX, chamado ""Amaya"", do escritor espanhol Francisco Navarro Villoslada.É um nome raro no Brasil, mas presente na Espanha e Estados Unidos."
291,Amber,Árabe,"Amber: significa ""pedra preciosa de cor amarelo alaranjada"", ""amuleto da sorte"".O nome teoricamente foi utilizado pela primeira vez no final do século XIX, entretanto o seu uso se popularizou após a publicação do romance histórico Forever Amber, lançado pela autora norte-americana Kathleen Winsor no ano de 1944.A protagonista da história, chamada Amber St Clair, teria os cabelos e os olhos cor de âmbar. O livro foi adaptado para o cinema no ano de 1947 ajudando a divulgar ainda mais o nome.Embora seja mais utilizado em meninas, Amber é também empregado como nome de menino.O nome no BrasilDe acordo com o Censo realizado pelo IBGE no ano de 2010, existem apenas 34 pessoas no Brasil registradas com o nome Amber.Estamos diante de um nome raríssimo no país, que ocupa o lugar número 88.628º no ranking de popularidade.Variações gráficas:Âmber, Ambar, Âmbar.Personalidades famosas:Amber West, atriz norte-americana.Amber Heard, atriz norte-americana.Amber Rose, modelo norte-americana.Amber Liu, cantora taiwanesa."
292,Ambrosia,Grega,Ambrósia: A divina.
293,Ambrosina,Grega,Ambrosina: Variante de Ambrósia.
294,Amelia,Germânica,"Amélia: Significa “trabalhadora"", ""mulher diligente”, “ativa"".Amélia é uma variante do nome Amália, com origem no germânico Amal que quer dizer “trabalho”.O nome passou a ser muito conhecido e tornou-se popular com a música “Ai, que saudades da Amélia”, um samba de grande sucesso nos anos 40, de Ataulfo Alves e Mário Lago. Sob a influência da música em conjunto com a conquista dos direitos das mulheres, Amélia virou sinônimo de mulher submissa, dedicada aos trabalhos domésticos e resignada."
295,Amelie,Germânica,"Amélie: Significa “trabalhadora"", ""mulher diligente”, “ativa"".É a versão alemã de Amélia, variante do nome Amália, que tem origem no germânico Amal que quer dizer “trabalho”.Deu nome ao filme de maior bilheteria vinda da França, o famoso “Amélie Poulan” de 2001, que conta a história de uma inocente menina francesa que passa a ter outra visão da vida após sair da casa dos pais."
296,Amena,Latina,"Amena: Pessoa agradável, suave."
297,America,Germânica,"América: Significa ""a que governa a casa"", “chefe trabalhadora”, “chefe ativa”. Esse nome é a versão feminina de Américo, o qual surge com a junção de dois nomes germânicos Amalarico e Almerico.Amalarico tem origem no germânico Amalaric, composto pelos termos amala, que quer dizer “ativo, trabalhador” e rich que significa “senhor, chefe”.Já o nome Almerico une os elementos góticos haims, que significa “casa, morada” e rich que quer dizer “chefe, o que manda”.É um nome de popularidade mediana no Brasil, que alcançou 3.894 registros antes de 1930 até os anos 2000."
298,Americo,Germânica,"Américo: Significa “chefe trabalhador”, “chefe ativo”, “chefe do trabalho” ou “chefe da casa”.O nome Américo deriva da junção de dois nomes do germânico Amalarico e Almerico.Amalarico tem origem no germânico Amalaric, composto por amala, que quer dizer “ativo, trabalhador” e rich que significa “senhor, chefe”. Almerico vem dos elementos góticos haims, que significa “casa, morada” e rich que quer dizer “chefe, o que manda”."
299,Ametista,Grega,"Ametista: Significa ""pedra preciosa roxa"".Relativo a pedra preciosa roxa, esse nome deriva dos termos gregos a e methystos, que significam ""embriagado, bêbado"".A ametista é um quartzo precioso que varia de cores do violeta ao púrpura. Ela simboliza o equilíbrio, a moral e a humildade, além de transmitir proteção e paz de espírito.Pedra ametista"
300,Amiel,Hebraica,"Amiel: Significa “Deus está com o meu povo”, “Deus é meu parente”.O nome Amiel surge a partir do hebraico Ammiy’el e é considerado uma variante do nome Ammiel. Dois significados são atribuídos a este nome masculino: “Deus está com o meu povo” e “Deus é meu parente”.Amiel é um nome bíblico que aparece no livro de Números e faz referência a um dos doze espiões enviados por Moisés para espionar a terra de Canaã. Especificamente, o nome Amiel aparece em Números 12:13:“da tribo de Dã, Amiel, filho de Gemali”"
301,Amilcar,Fenícia,Amílcar: Hamílcar
