name;searched;gender;origem;significado
Cassildo;0.0;M;;
Cassileia;0.0;F;;
Cassilene;0.0;F;;
Cassilia;0.0;F;;
Cassimira;0.0;F;;
Cassimiro;0.0;M;;
Cassina;0.0;F;;
Cassineide;0.0;F;;
Cassineli;0.0;F;;
Cassio;0.0;M;Hebraica;"Cássio: Significa “vazio”, “oco”, “vão”.O nome masculino Cássio tem origem a partir do latim e pode ser considerado um nome shakespeariano por ter aparecido com grande destaque em uma importante obra do escritor britânico William Shakespeare.Cássio foi originado a partir de um antigo nome de clã de família romana chamado Cassius. Os significados relacionados a esta palavra em latim são “vazio”, “oco” e “vão”.Outra possibilidade de origem do nome Cássio está relacionada ao idioma etrusco. A partir das palavras Cassĭus e Cassĭānus, o nome Cássio significaria “capacete de metal”.Como versão masculina do nome de origem hebraica Cássia, ele significa ""fragrância"" ou “perfume”.Popularidade do nome CássioO nome Cássio, em sua versão Cassius, está presente como nome de família desde a Antiguidade.Uma importante figura histórica que teve este nome foi o político Caio Cássio Longino, considerado o principal agente na conspiração contra o imperador romano Júlio César. Ele era o cunhado de Marco Júnio Bruto e foi uma figura central na peça teatral “Júlio César”, do escritor William Shakespeare.Como nome próprio, Cássio pode ser encontrado com maior incidência no Brasil e na Angola, onde também aparece nas versões Cassio (sem acento) e Kássio."
Cassiomar;0.0;M;;
Cassione;0.0;F;;
Cassionilia;0.0;F;;
Cassios;0.0;M;;
Cassira;0.0;F;;
Cassiuda;0.0;F;;
Cassius;0.0;M;Hebraica;"Cassius: Variação do nome Cássio. Significa “vazio”, “oco”, “vão”.O nome masculino Cássio tem origem a partir do latim e pode ser considerado um nome shakespeariano por ter aparecido com grande destaque em uma importante obra do escritor britânico William Shakespeare.Cássio foi originado a partir de um antigo nome de clã de família romana chamado Cassius. Os significados relacionados a esta palavra em latim são “vazio”, “oco” e “vão”.Outra possibilidade de origem do nome Cássio está relacionada ao idioma etrusco. A partir das palavras Cassĭus e Cassĭānus, o nome Cássio significaria “capacete de metal”.Como versão masculina do nome de origem hebraica Cássia, ele significa ""fragrância"" ou “perfume”.Popularidade do nome CássioO nome Cássio, em sua versão Cassius, está presente como nome de família desde a Antiguidade.Uma importante figura histórica que teve este nome foi o político Caio Cássio Longino, considerado o principal agente na conspiração contra o imperador romano Júlio César. Ele era o cunhado de Marco Júnio Bruto e foi uma figura central na peça teatral “Júlio César”, do escritor William Shakespeare.Como nome próprio, Cássio pode ser encontrado com maior incidência no Brasil e na Angola, onde também aparece nas versões Cassio (sem acento) e Kássio."
Castalia;0.0;F;;
Castelar;0.0;M;Latina;Castelar: Procedente do castelo.
Caster;0.0;M;;
Castilho;0.0;M;Latina;Castilho: Significa “castelo”, “o que vive num castelo” ou “fortificação”.Castilho é um nome de família que está na onomástica da língua portuguesa, no entanto descende do espanhol Castillo, que por sua vez deriva do latim castelum (“castelo”), de castrum (“fortificação”).De acordo com a onomástica, esta família é classificada como toponímica, ou seja, que se originou tendo como base uma localização geográfica.Neste caso, os primeiros membros que adotaram este sobrenome teriam pertencido ao Castillo Pedroso, nas Astúrias, Espanha.Com o passar dos anos e das gerações, vários descendentes da família Castillo migraram para Portugal e começaram a disseminar o sobrenome Castilho pelo país.No Brasil, a partir da colonização portuguesa e espanhola, a família Castilho também começou a se construir no país.Armas e brasões da família Castilho portuguesa: de verde, um castelo de prata lavrado de negro, rematado por uma flor-de-lis de ouro e ladeado por dois galgos de prata, coleirados de vermelho, levantados, afrontados e presos por cadeias de ouro às ameias do castelo.Uma das personalidades mais populares com este nome foi o escritor romântico português, António Feliciano de Castilho, considerado o 1º visconde de Castilho.
Castilio;0.0;M;;
Castor;0.0;M;;
Castorina;0.0;F;;
Castorino;0.0;M;;
Castro;0.0;M;Portuguesa;Castro: Significa “aquele que nasceu perto de castelos”, “aquele que habita local caracterizado pela existência de fortalezas”.Castro é um sobrenome português que surge do latim castru, que significa “fortaleza”.O nome é categorizado como toponímico. Segundo estudiosos da onomástica, o mesmo foi utilizado para identificar as pessoas que nasciam ou habitavam locais próximos a fortalezas ou castelos.Por esse motivo, o nome tem o sentido de “aquele que nasceu perto de castelos”, “aquele que habita local caracterizado pela existência de fortalezas”.Por extensão, o nome reflete características de força e segurança, atributos inerentes aos castelos e às fortalezas.É possível que tais atributos sejam carregados pelos portadores desse nome.O brasão da família Castro faz parte das 72 principais famílias portuguesas que têm o seu brasão pintado numa sala do Palácio Nacional de Sintra.São dois os brasões da família Castro, um dos quais, pertencente aos Castros de Penha Verde.O brasão é composto por um leão colocado no topo da insígnia. Nela há duas cores que se sobressaem, o amarelo ouro e o azul.Enquanto o brasão dos Castros da Penha Verde têm 6 círculos no seu centro, o dos Castros têm 13.Tem destaque com esse nome Castro Alves (1847-1871), poeta baiano do Romantismo que lutou contra a escravidão.Na Bahia, uma cidade chamada Castro Alves é uma homenagem ao poeta.
Casturina;0.0;F;;
Casturino;0.0;M;;
Catalina;0.0;F;;
Catao;0.0;M;;Catão: Significa agudo, perspicaz e indica uma pessoa que mergulha profundamente em tudo o que lhe interessa. É determinado, não se contenta com pouco e luta com uma tremenda disposição para progredir. Suas chances de sucesso são enormes e ele aproveita todas elas.
Catari;0.0;F;;
Catarina;0.0;F;Grega;"Catarina: Significa ""pura"", ""casta"". Tem origem no nome grego Aikaterhíne, que deriva da palavra katharós, que significa ""pura, casta"".Popularidade e história do nomeO nome teve seu primeiro registro na Inglaterra no ano de 1100 e tornou-se muito popular no século XV através de várias grafias diferentes.No final da Idade Média as formas Katherine e Catherine se tornaram padrão para a grafia do nome.A sua popularidade se deu graças à influência de uma santa semi-lendária vivida no século IV na cidade egípcia de Alexandria.Santa Catarina foi torturada em uma roda, que causaria mutilação e muito sofrimento, por não ter aceitado participar das cerimônias pagãs.Santa Catarina teve o seu corpo encontrado intacto no século VI, no monte Sinai, conhecido também como monte Santa Catarina.Era uma menina muito sábia e teria convencido diversas pessoas ao Cristianismo com argumentos inteligentes e concisos. Por esse motivo, tornou-se a padroeira dos filósofos, educadores, estudantes e também das donzelas.Em Portugal apareceu em documentos datados da primeira metade do século XV, sob a forma Catalina. Personalidades históricas e famosas com o nome CatarinaFoi um nome muito utilizado por diversas rainhas. Têm destaque Catarina de Médici, rainha francesa do século XVI; Catarina, a Grande, czarina da Rússia do século XVIII; e Catarina de Aragão, rainha da Inglaterra no século XVI.Uma personalidade famosa que também o carrega é a atriz Catarina Abdala.Apelidos, registros no Brasil e variantesAs meninas que possuem esse bonito nome feminino podem ser afetivamente chamadas de Nina ou Cacá.No Brasil, o nome Catarina apresenta 61.659 meninas registradas com ele antes de 1930 até os anos 2000. O estado com maior incidência é Santa Catarina. Suas principais variantes são: Catherine, Katarina e Katherine."
Catarine;0.0;F;Grega;"Catarine: Variação do nome Catarina. Significa ""pura"", ""casta"". Tem origem no nome grego Aikaterhíne, que deriva da palavra katharós, que significa ""pura, casta"".Popularidade e história do nomeO nome teve seu primeiro registro na Inglaterra no ano de 1100 e tornou-se muito popular no século XV através de várias grafias diferentes.No final da Idade Média as formas Katherine e Catherine se tornaram padrão para a grafia do nome.A sua popularidade se deu graças à influência de uma santa semi-lendária vivida no século IV na cidade egípcia de Alexandria.Santa Catarina foi torturada em uma roda, que causaria mutilação e muito sofrimento, por não ter aceitado participar das cerimônias pagãs.Santa Catarina teve o seu corpo encontrado intacto no século VI, no monte Sinai, conhecido também como monte Santa Catarina.Era uma menina muito sábia e teria convencido diversas pessoas ao Cristianismo com argumentos inteligentes e concisos. Por esse motivo, tornou-se a padroeira dos filósofos, educadores, estudantes e também das donzelas.Em Portugal apareceu em documentos datados da primeira metade do século XV, sob a forma Catalina. Personalidades históricas e famosas com o nome CatarinaFoi um nome muito utilizado por diversas rainhas. Têm destaque Catarina de Médici, rainha francesa do século XVI; Catarina, a Grande, czarina da Rússia do século XVIII; e Catarina de Aragão, rainha da Inglaterra no século XVI.Uma personalidade famosa que também o carrega é a atriz Catarina Abdala.Apelidos, registros no Brasil e variantesAs meninas que possuem esse bonito nome feminino podem ser afetivamente chamadas de Nina ou Cacá.No Brasil, o nome Catarina apresenta 61.659 meninas registradas com ele antes de 1930 até os anos 2000. O estado com maior incidência é Santa Catarina. Suas principais variantes são: Catherine, Katarina e Katherine."
Catarino;0.0;M;;
Caterina;0.0;F;Grega;Caterina: Significa “puritana” ou “casta”.Caterina é um nome feminino, originado a partir do grego Aikaterhíre, que por sua vez deriva da palavra katharós, que significa “pura” ou “casta”.Alguns etimologistas acreditam que a primeira menção deste nome ocorreu por volta do século VII, com documentos que falam de Santa Caterina de Alexandria, uma suposta mártir cristã que teria vivido no século IV.Na Inglaterra, este nome teve seu primeiro registro apenas no século XII, tornando-se muito popular durante o século XV. No final da Idade Média, as formas Katherine e Catherine se tornaram o padrão da grafia deste nome, que até então era escrito de diversas formas diferentes.Na língua portuguesa, as primeiras variantes deste nome surgiram em documentos datados do século XV, sob a forma de Catalina. Foi um nome muito popular entre as mulheres da realeza, como rainhas e princesas.Atualmente, Caterina (assim como Caterine e Catarina) são considerados nomes bastante comuns, não apenas no Brasil, mas em todo o mundo ocidental.As pessoas batizadas com este nome, normalmente, costumam receber alguns apelidos carinhosos de amigos e familiares, como Cate, por exemplo.
Caterine;0.0;F;;
Catiano;0.0;M;;
Catileia;0.0;F;;
Catisilene;0.0;F;;
Catita;0.0;F;;
Catulino;0.0;M;;
Catulo;0.0;M;Latina;Catulo: Sagaz, astuto.
Caua;0.0;M;Tupi;"Cauã: Significa ""gavião"", ""falcão"". Cauã é um nome brasileiro de origem indígena, mais concretamente de origem Tupi. Significa ""gavião"". Esse era o nome que os índios tupis davam a todas às aves de rapina da família do falcão.São também comuns no Brasil as variantes Kauã, Cauan e Kauan, embora o significado e origem deste último seja aparentemente bem diferente.Kauan, do finlandês, significa ""longo"", ""comprido"".Muitas pessoas optam por nomes indígenas como uma forma de homenagear e preservar a cultura dos povos nativos do Brasil. Além disso, normalmente os nomes de origem indígena possuem uma forte e agradável sonoridade.De acordo com uma das lendas do povo tupi, o falcão é um símbolo de alerta para os membros da tribo. Caso a ave cantasse durante a manhã sobre as tribos, provavelmente seria um sinal de que alguém daquela comunidade morreria pela parte da tarde. No Brasil, uma das personalidades mais populares com este nome é o ator e modelo Cauã Reymond.Pessoas batizadas com este nome podem receber apelidos tais como Cau ou Caucau.Categorizado como um nome curto e indígena, Cauã conta com muitos registros no nosso país. ​Conforme dados do Censo Demográfico 2010, eram mais de 84 mil os seus portadores."
Caubi;0.0;M;Indígena;Caubi: Variação do Caiubi.
Caudecir;0.0;M;;
Caudenir;0.0;M;;
Cauet;0.0;M;;
Cavalcante;0.0;M;Italiana;"Cavalcante: significa “aquele que cavalga” ou ""montado no cavalo"". Cavalcante é um nome/sobrenome de origem italiana. O nome vem do latim medieval caballicare (cavalgar).No Brasil, segundo o IBGE (Censo 2010), apenas 133 pessoas possuem Cavalcante como primeiro nome. 37 desses registros encontram-se no Ceará, em segundo lugar está São Paulo, com 16 ocorrências. É, portanto, um nome raríssimo, que ocupa a 34.508º posição no ranking de popularidade.Origem do nomeSuspeita-se que o sobrenome tenha origem em Florença (Itália) e esteja associado à nobreza burguesa.Também é possível que o sobrenome na realidade tenha nascido na França e migrado para a Itália por volta do século XIV. Enquanto nome de família, surgiu no universo luso-brasileiro em Portugal através de Rodrigo Cavalcanti, filho de Baptista Cavalcanti, nobre napolitano de origem florentina, e D. Francisca Achioli.Variações gráficas: Cavalcanti."
Caxias;0.0;M;;
Cazuza;0.0;M;;
Cea;0.0;F;;
Ceane;0.0;F;;
Cebila;0.0;F;;
Cecero;0.0;M;;
Ceci;0.0;F;Tupi;Ceci: Mãe do pranto.
Ceciana;0.0;F;;
Cecil;0.0;M;Latina;Cecil: Significa “cego”, “aquele que nada vê”.O nome masculino Cecil surge a partir do nome romano Caecilius e Caecus, que deriva da palavra proto-indo-europeia kaikos com o significado de “cego” ou “um olho”. Por extensão, também significa “aquele que nada vê”.Cecil possui a mesma origem do nome feminino Cecília, Caecilius. Este era possivelmente um sobrenome utilizado para homenagear um ancestral que era cego.Os romanos não associavam apenas este nome aos cegos, mas também às pessoas extremamente sábias. Com a falta do sentido da visão, os indivíduos acabavam desenvolvendo um conhecimento filosófico muito mais profundo e imparcial sobre o mundo.O nome de família Cecil foi bastante utilizado durante a Idade Média na Inglaterra, mas ganhou maior popularidade a partir do século 19 através da família nobre Cecil, que esteve presente desde o século 16 na Europa.Como nome próprio, o nome Cecil possui maior incidência em países como os Estados Unidos, a África do Sul e as Filipinas. Uma personalidade de destaque que recebeu este nome foi o diretor norte-americano Cecil B. DeMille, um dos maiores cineastas de todos os tempos.
Cecilda;0.0;F;;
Cecile;0.0;F;Francesa;Cécile: Padroeira da música.
Cecilene;0.0;F;;
Cecilha;0.0;F;;
Cecili;0.0;F;;
Cecilia;0.0;F;Latina;"Cecília: Significa “sábia”, “guardiã dos músicos”, “cega”.Os significados relacionados ao nome Cecília evocam sabedoria e música.A musicalidade presente no nome Cecília tem dois motivos: a sonoridade do próprio nome faz lembrar um suspiro, ou seja, este é um nome feito para ser sussurrado. Além disso, o nome Cecília possui uma associação musical graças a Santa Cecília, a padroeira dos músicos.A sabedoria presente no nome Cecília pode ser descoberta através da sua origem. O nome Cecília surgiu a partir do sobrenome de família romana Caecilius, através da palavra em latim, caecus, que significa “cega”. Outro significado da palavra caecus era “sábio”, pois os romanos acreditavam que pessoas com deficiência visual desenvolviam um maior conhecimento filosófico sobre o mundo. Dessa forma, o nome Cecília também carrega o significado de “sábia”.O significado do nome através de Santa CecíliaO nome Cecília começou a se tornar mais popular durante a Idade Média graças à figura de Santa Cecília, uma santa cristã que é considerada a padroeira dos músicos e da música sacra. Nas histórias relacionadas à Santa Cecília, consta que ela morreu cantando para Deus.O escritor e filósofo britânico Geoffrey Chaucer, em seu livro Segundo Conto das Freiras, associa outros significados ao nome Cecília. Entre eles, “imaculada do céu” e “contemplação dos céus”.No dia 22 de novembro é comemorado o dia de Santa Cecília e crianças do sexo feminino que nascem nesta data podem ser batizadas com esse bonito nome em homenagem a esta importante figura histórica cristã.Cecília Meireles""Eu canto porque o instante existee a minha vida está completa.-Não sou alegre nem sou triste:sou poeta.""O trecho acima pertence a uma das personalidades brasileiras mais renomadas e influentes que carregou este bonito nome feminino, a escritora, poeta, pintora e jornalista Cecília Meireles (1901-1964).O nome completo da escritora era Cecília Benevides de Carvalho Meireles e ela se tornou uma das principais figuras literárias não apenas do Brasil, mas do mundo.Variações do nome Cecília e popularidade no mundoO nome Cecília pode ser encontrado com maior incidência em países como Angola, Portugal, Moçambique, Itália, México, Eslováquia, França e Brasil.Entre as variantes mais comuns deste nome, encontramos: Célia, Cecily, Celina, Celine e Sheila.Nomes compostos com CecíliaCecília é um bonito nome feminino que pode gerar combinações ainda mais belas com outros nomes. Entre eles, destacamos:Ana CecíliaMaria CecíliaCecília SofiaCecília LizFlora CecíliaCecília Vitória Veja mais nomes compostos que combinam com CecíliaVersão masculinaA versão masculina do nome Cecília é Cecílio, que significa ""aquele que não vê"". Alguns estudiosos sugerem que a versão feminina teria surgido como sua forma variante no começo do século III.Termo afetivo e apelidos para CecíliaCeci, Cici e Cezinha são alguns dos apelidos que podem ser adotados pelas pessoas batizadas com o bonito nome Cecília."
Ceciliana;0.0;F;;
Ceciliane;0.0;F;;
Ceciliano;0.0;M;Latina;Ceciliano: Santo da igreja católica.
Cecilio;0.0;M;Latina;Cecílio: Significa “cego”, “míope”.Tem origem no nome vindo do latim Caecilius, derivado da palavra caecus, que quer dizer literalmente “cego, míope”.Acredita-se que o nome tenha surgido a partir de um sobrenome adotado para homenagear um ancestral que era cego.Foi nome de vários personagens importantes da história romana e tornou-se comum na Inglaterra influenciado pela fama do colonizador britânico vivido entre os anos de 1853 e 1902, Cecil Rhodes.O nome foi adotado pelos judeus para substituir Chaim, que se inicia com a mesma letra.
Cecillia;0.0;F;;
Cecilma;0.0;F;;
Cecimara;0.0;F;;
Cecina;0.0;F;;
Cecivaldo;0.0;M;;
Cedalia;0.0;F;;
Cedenir;0.0;F;;
Cediane;0.0;F;;
Cedil;0.0;M;;
Cedileia;0.0;F;;
Cedinei;0.0;M;;
Cedio;0.0;M;;
Cedir;0.0;M;;
Cedolina;0.0;F;;
Cedric;0.0;M;;
Cedrick;0.0;M;;
Cedrique;0.0;M;;
Cefas;0.0;M;Bíblica;Cefas: Rochedo.
Ceferina;0.0;F;;
Cefisa;0.0;F;;
Cefora;0.0;F;;
Ceia;0.0;F;;
Ceir;0.0;M;;
Ceiton;0.0;M;;
Cejana;0.0;F;;
Cejane;0.0;F;;
Celanira;0.0;F;;
Celci;0.0;F;;
Celcidia;0.0;F;;
Celcimar;0.0;M;;
Celcina;0.0;F;;
Celcino;0.0;M;;
Celcio;0.0;M;;
Celco;0.0;M;;
Celecina;0.0;F;;
Celedonio;0.0;M;;
Celeida;0.0;F;;
Celemias;0.0;M;;
Celena;0.0;F;;
Celenita;0.0;F;;
Celerina;0.0;F;;
Celerino;0.0;M;Indígena;Celerino: Aquele que é ligeiro.
Celeste;0.0;F;Latina;Celeste: Significa “do céu”, “celeste”, “celestial”.Tem origem no adjetivo celeste, derivado do latim caelestis, que quer dizer literalmente “do céu, celeste, celestial”.Muitas vezes pode ser utilizado acompanhado do nome Maria, por influência católica, Maria Celeste é adotado para substituir Maria do Céu.Na Itália, Celeste pode ser usado para designar tanto o gênero feminino quanto o masculino.
Celestia;0.0;F;;
Celestiana;0.0;F;;
Celestiane;0.0;F;;
Celestiano;0.0;M;;
Celestina;0.0;F;;
Celestino;0.0;M;Latina;Celestino: Significa “celestial”, “da cor azul-celeste do céu” ou “do céu”.Celestino é considerado a versão masculina de Celeste, nome derivado a partir do latim caelestis, que pode ser traduzido literalmente como “do céu” ou “que é celestial”.Este é um nome bastante popular entre os brasileiros, seja como primeiro ou segundo nomes, como: José Celestino ou Alberto Celestino, por exemplo.Além da língua portuguesa, este é um nome muito usado entre os espanhóis e italianos.Celestino foi o cognome de vários Papas ao longo da história da Igreja Católica, como o 43º papa, Celestino I, que também é considerado um santo para os católicos.Entre as outras formas de grafia que sugiram a partir deste nome, estão: Selestino, Selesteano, Selesteeno, Celestine e Célestin, por exemplo.
Celestrina;0.0;F;;
Celestrino;0.0;M;;
Celetina;0.0;F;;
Celho;0.0;M;;
Celia;0.0;F;Latina;"Célia: Significa “cega”, “dos céus” ou “setembro”.Célia é um nome com três possibilidades de origem, a partir do inglês Celia, uma abreviação de Cecília, que tem origem no nome de família romano Caecilius, derivado da palavra em latim caecus, que quer dizer ""cega"".Era um nome muito relacionado com a sabedoria e inteligência, pois com a falta do sentido da visão, os indivíduos acabavam desenvolvendo um conhecimento filosófico muito mais profundo e imparcial sobre o mundo e os homens. Outra hipótese sugere que possa ter vindo também do latim coeli, caelum, que significa “dos céus”.Existem ainda alguns etimologistas que acreditam ter se originado como uma variante feminina de Célio, derivado do etrusco celi, que significa “setembro”.Como curiosidade, Célia é também um anagrama do nome Alice.No Brasil, Célia é um nome feminino e muito popular. A sua simplicidade e beleza são os principais fatores que fazem deste um nome tão usável."
Celiana;0.0;F;;
Celiano;0.0;M;;
Celicina;0.0;F;;
Celicleide;0.0;F;;
Celidalva;0.0;F;;
Celidio;0.0;M;;
Celidonia;0.0;F;;
Celidonio;0.0;M;;
Celiene;0.0;F;;
Celiete;0.0;F;;
Celijane;0.0;F;;
Celimara;0.0;F;;
Celimaria;0.0;F;;
Celina;0.0;F;Latina;"Celina: Significa “cega”, “dos céus”, “setembro”, “pequena guerreira"", ""pequena marcial”.Celina é um nome de origem obscura com várias possibilidades de significados, que provavelmente surgiu através do original em latim Caelina.É possível que este nome tenha surgido como um diminutivo de Célia, uma nome com três possibilidades de origem, uma através do inglês Celia, uma variação de Cecília, que deriva do latim Caecilius, a partir da palavra caecus, que significa""cega"".O nome Célia também pode ter sido originado no latim coeli, caelum, que quer dizer ""dos céus"", ou ainda como uma versão feminina de Célio, através do etrusco celi, que significa ""setembro"".Há algumas fontes que relacionam a origem do nome Celina como uma forma encurtada de Marcelina, uma forma relativa do nome Marcela, que vem do latim Marcella, versão feminina de Marcelo.O nome Marcelo tem origem no latim Marcellus, e é um diminutivo de Márcio, que vem do latim marcius, martius, que significa “guerreiro, marcial” e por extensão é atribuído o significado de “pequeno guerreiro, pequeno marcial”.Significado bíblico e cristão de Celina Como o nome Celina é relacionado também ao nome Marcela e Marcela está relacionada ao nome bíblico Marcos, o nome Celina pode fazer referência a este personagem bíblico. Marcos é o nome de uma personalidade bíblica conhecida no mundo contemporâneo como São Marcos Evangelista, discípulo do apóstolo Paulo. É considerado o autor de um dos Evangelhos e é venerado como santo em várias religiões cristãs. Apesar da falta de documentação histórica relacionada à biografia de Santa Celina, esta personagem cristã possui comemoração no dia 21 de outubro para os católicos. Santa Celina de Meaux foi uma nobre que faleceu virgem e que é cultuada especialmente na diocese de Meaux na França."
Celinaldo;0.0;M;;
Celinalva;0.0;F;;
Celinda;0.0;F;;
Celineia;0.0;F;;
Celineide;0.0;F;;
Celinete;0.0;F;;
Celinia;0.0;F;;
Celino;0.0;M;Latina;Celino: Filho do céu.
Celio;0.0;M;Latina;"Célio: Significa ""que vem do céu"", ""cego"" ou possivelmente ""setembro"".É um nome com duas possibilidades de origem. Célio pode ter surgido como a variante masculina de Célia, nome com três prováveis étimos, um a partir do inglês Celia, uma abreviação de Cecília, que tem origem no latim caecus​, que significa ""cega"".Célia também pode ser sido originado através do latim coeli, caelum​, que quer dizer ""dos céus, a que vem dos céus"".Ainda existe a possibilidade de Célia ter surgido como uma variante feminina de Célio, que pode ter origem através da palavra etrusca celi, que significa ""setembro"". Acredita-se que, de acordo com esta acepção, o nome Célia era utilizado para denominas as crianças que nasciam neste mês."
Celiomar;0.0;M;;
Celione;0.0;F;;
Celira;0.0;F;;
Celiria;0.0;F;;
Celirio;0.0;M;;
Celis;0.0;F;;
Celisangela;0.0;F;;
Celismar;0.0;M;;
Celisvaldo;0.0;M;;
Celisvania;0.0;F;;
Celita;0.0;F;;
Celivalda;0.0;F;;
Celivaldo;0.0;M;;
Celivania;0.0;F;;
Celizete;0.0;F;;
Celma;0.0;F;Germânica;"Celma: Significa ""protegida pelos deuses"".É uma variante gráfica de Selma, um diminutivo ou apelido de Anselma, versão feminina de Anselmo.O nome Anselmo é composto por duas palavras germânicas, Anse, ansi, que quer dizer ""deus"" (nome genérico dos deuses escandinavos), e helm, que significa ""elmo"", ""capacete, proteção"", portanto é atribuído a Celma o significado de ""a que está protegida pelos deuses"" ou ""mulher sob a proteção de Deus""."
Celme;0.0;F;;
Celmir;0.0;M;;
Celmira;0.0;F;;
Celmiro;0.0;M;;
Celmo;0.0;M;;
Celna;0.0;F;;
Celoi;0.0;F;;
Celomar;0.0;M;;
Celoni;0.0;F;;
Celsa;0.0;F;;
Celsi;0.0;F;;
Celsimar;0.0;M;;
Celsina;0.0;F;;
Celsino;0.0;M;;
Celsio;0.0;M;;
Celso;0.0;M;Latina;Celso: Significa “alto”, “elevado”, “sublime”.Tem origem no latim Celsus, que deriva da palavra celsus que quer dizer “alto, elevado, sublime”.Surgiu a partir de um nome de família romano e teve como um portador famoso um filósofo grego vivido no século II, conhecido por defender o paganismo.Outro personagem notório com este nome foi o médico romano Aulo Cornélio Celso, vivido no século I, também chamado de “Cícero da Medicina”, escreveu uma enciclopédia sobre várias doenças e procedimentos cirúrgicos utilizados naquela época.
Celsomar;0.0;M;;
Celson;0.0;M;;
Celsso;0.0;M;;
Celucia;0.0;F;;
Celuta;0.0;F;;
Celuzia;0.0;F;;
Celvina;0.0;F;;
Celvino;0.0;M;;
Cema;0.0;M;;
Cemara;0.0;F;;
Cemi;0.0;F;;
Cemilda;0.0;F;;
Cemildo;0.0;M;;
Cemilton;0.0;M;;
Cemira;0.0;F;;
Cemirames;0.0;F;;
Cemiramis;0.0;F;;
Cenara;0.0;F;;
Ceneli;0.0;F;;
Ceni;0.0;F;;
Cenice;0.0;F;;
Cenila;0.0;F;;
Cenilce;0.0;F;;
Cenilda;0.0;F;;
Cenilde;0.0;F;;
Cenildes;0.0;F;;
Cenildo;0.0;M;;
Cenilma;0.0;F;;
Cenilo;0.0;M;;
Cenilson;0.0;M;;
Cenilton;0.0;M;;
Cenilza;0.0;F;;
Cenira;0.0;F;;
Ceniria;0.0;F;;
Ceniro;0.0;M;;
Cenise;0.0;F;;
Cenita;0.0;F;;
Cenival;0.0;M;;
Cenivaldo;0.0;M;;
Ceno;0.0;M;;
Cenoir;0.0;F;;
Ceoni;0.0;F;;
Cerafim;0.0;M;;
Cerci;0.0;F;;
Cerena;0.0;F;;
Cereni;0.0;F;;
Cerenita;0.0;F;;
Ceres;0.0;F;Mitológica;Ceres: Deusa do trigo e dos cereais.
Cergio;0.0;M;;
Ceriaco;0.0;M;;
Cerilio;0.0;M;;
Cerilo;0.0;M;;
Cerina;0.0;F;;
Cerineu;0.0;M;;
Cerino;0.0;M;;
Cerio;0.0;M;;
Ceris;0.0;F;;
Cerise;0.0;F;;
Cerismar;0.0;F;;
Cerisvaldo;0.0;M;;
Ceriza;0.0;F;;
Cerjo;0.0;M;;
Cerlandia;0.0;F;;
Cerlandio;0.0;M;;
Cerleide;0.0;F;;
Cerlene;0.0;F;;
Cerli;0.0;F;;
Cerlina;0.0;F;;
Ceroni;0.0;F;;
Cersio;0.0;M;;
Cerso;0.0;M;;
Cervantes;0.0;M;;
Cervolo;0.0;M;;
Cesalina;0.0;F;;
Cesalpino;0.0;M;;
Cesaltina;0.0;F;;
Cesaltino;0.0;M;;
Cesamar;0.0;M;;
Cesanildo;0.0;M;;
Cesar;0.0;M;Latina;"César: Significa “o que tem o cabelo comprido”, “cabeludo”, “cortado”, “talhado”, ""imperador"", ""rei"".Forte, imponente e com significados que fazem relação com o Império Romano, o nome masculino César tem origem a partir do latim.O significado do nome César não é consensual, porém acredita-se que ele tenha origem na palavra em latim caesaries, que significa “cabeludo”, “o que tem cabelo comprido” ou “cheio de pelos”.Outra possibilidade de origem é a partir da expressão em latim “a caeso matris utero”. Em português, a expressão é traduzida como “o corte do útero da mãe”, onde caeso significa “cortado” ou “talhado”. É desta expressão que vem a palavra “cesária”, nome da cirurgia em que se retira o feto de dentro do útero através de um corte.De acordo algumas histórias, este nome surgiu com o imperador romano Júlio César, que teria nascido através de uma cesariana.Popularidade do nome CésarApós o governo de Júlio César, o nome passou a designar um título, usado por todos os imperadores que o sucederam. Dessa forma, ganhou os significados de “governante”, “rei” e “imperador”. Este título de nobreza teria sido concedido aos onze primeiros imperadores romanos.O nome César teria sido ainda utilizado durante muitos anos como um sobrenome, proveniente de um patronímico. Em Portugal, a primeira pessoa a ser reconhecida por adotar este sobrenome foi o cavaleiro Vasco Fernandes César.No Brasil, César é um nome masculino bastante comum, assim como outras variações gráficas, como Cezar.Nomes compostos com CésarO nome César pode dar origem a belos e significativos nomes compostos. Entre eles, podemos destacar:Júlio César: ""jovem imperador"";João César: “imperador agraciado por Deus”;César Felipe: “imperador que é amigo dos cavalos”;César Antônio: “imperador valioso”;César Augusto: “imperador sagrado”."
Cesara;0.0;F;;
Cesare;0.0;M;Italiana;Cesare: Variante italiana de césar.
Cesaria;0.0;F;;
Cesariano;0.0;M;;
Cesarina;0.0;F;Latina;Cesarina: Nascida.
Cesarino;0.0;M;Romana;Cesarino: Relativo a césar.
Cesario;0.0;M;;
Cesarnildo;0.0;M;;
Cesaro;0.0;M;;
Cesidio;0.0;M;;
Cesilha;0.0;F;;
Cesilia;0.0;F;;
Cesimar;0.0;M;;
Cesinaldo;0.0;M;;
Cesinando;0.0;M;;
Cesino;0.0;M;;
Ceslau;0.0;M;;
Ceso;0.0;M;;
Cesomar;0.0;M;;
Ceson;0.0;M;;
